SEQENCE ID                     TM SP PREDICTION
P0AGF5                         11  Y n13-24c32/33o56-78i90-109o129-151i163-186o198-220i270-293o313-334i346-364o370-395i407-426o446-463i
P0AGH4                          6  0 i9-29o82-101i113-141o175-193i245-263o283-305i
P0AGH9                          6  0 i21-43o75-100i112-143o163-186i227-249o282-304i
P0AGI3                         10  0 i23-43o49-68i75-93o99-119i126-144o170-190i221-240o252-270i275-292o298-316i
P0AGI6                         11  0 i25-45o65-83i90-107o113-132i139-156o176-196i217-235o241-259i290-306o326-357i369-385o
P0AGJ0                          0  Y n3-11c16/17o
P0AGJ3                          0  0 o
P0AGJ6                          0  0 o
P0AGK3                          7  0 i23-40o46-70i99-132o152-182i210-229o235-252i273-289o
P0AGM1                          8  0 i12-31o37-55i62-87o133-163i197-215o221-246i253-275o295-315i
P0AGN1                         11  0 o36-58i70-89o128-146i158-181o193-212i219-240o260-280i350-372o378-396i408-427o439-458i
P0C020                          0  0 i
P0C055                          0  0 o
P0C0L8                         12  0 i41-59o65-86i98-116o122-146i167-186o198-217i257-278o298-318i327-346o352-376i388-411o417-438i
P0C0M0                          0  0 o
P0C0S2                          3  0 o24-45i65-85o97-125i
P0CJ67                          0  0 i
P0DUE6                          0  0 o
P58054                          0  0 o
P58065                          0  0 o
P58068                          0  Y n6-17c24/25o
P58115                          0  0 o
P58116                          0  0 o
P58127                          0  0 o
P58130                          0  0 o
P58161                          0  0 o
P58164                         11  Y n10-21c29/30o53-72i92-113o133-149i161-183o189-212i245-268o280-301i313-336o348-366i387-407o419-438i
P58208                          0  0 o
P58219                          8  0 i24-45o65-86i98-121o141-164i176-207o227-249i280-299o327-349i
P58224                          0  Y n7-17c21/22o
P58230                          0  0 o
P58245                          0  0 o
P58292                          0  0 o
P58316                          0  0 o
P58320                          0  Y n5-12c17/18o
P58325                         10  0 i20-38o44-62i69-89o95-113i125-143o210-235i242-262o268-287i299-318o324-342i
P58344                          6  0 i12-32o38-57i69-87o93-113i125-148o183-206i
P58357                          0  0 o
P58358                          0  Y n3-14c18/19o
P58364                          0  0 o
P58384                          0  0 o
P58496                          0  0 o
P58529                         12  0 i12-36o48-68i80-99o105-126i138-156o168-189i210-232o244-265i272-293o299-321i333-352o364-384i
P58541                          0  0 o
P58585                          0  0 o
P58626                          0  0 o
P58664                          0  0 o
P58704                          0  0 o
P58720                          5  0 o6-22i206-223o229-247i337-358o652-674i
P60391                          0  0 o
P60440                          0  0 o
P60567                          0  0 o
P60625                          0  0 o
P60652                          0  0 o
P60777                          1  Y n13-24c29/30o164-184i
P60871                         10  0 o12-30i37-55o61-85i92-114o161-181i383-403o409-426i447-464o476-498i532-557o
P60873                         11  0 o6-22i29-47o67-86i93-115o162-182i371-391o397-417i429-446o466-485i492-513o533-552i
P60908                          0  0 o
P61177                          0  0 o
P61318                          0  Y n4-15c21/22o
P61321                          0  Y n11-22c27/28o
P61951                          0  0 o
P62397                          0  Y n20-31c37/38o
P62401                          0  0 o
P62553                          0  0 o
P62555                          0  0 i
P62557                          0  0 o
P62559                          0  0 o
P62671                          1  0 o6-26i
P62724                         11  0 i12-32o38-58i79-98o104-122i134-151o163-185i197-219o225-246i266-284o290-311i323-344o
P63022                          0  0 o
P63179                          0  0 o
P63202                          0  0 o
P63206                          0  0 o
P63342                         11  0 i12-30o36-53i92-112o124-145i152-173o193-216i236-261o281-302i334-355o361-381i390-408o
P63388                          0  0 o
P63390                          0  0 o
P63419                          0  0 o
P63421                          0  0 o
P63624                          0  0 o
P63861                          3  Y n2-10c15/16o31-55i67-91o97-121i
P64244                          0  0 o
P64274                          0  0 o
P64425                          2  0 i268-289o301-321i
P64427                          0  Y n16-26c30/31o
P64431                          1  0 i38-58o
P64434                          7  Y n3-12c17/18o33-51i63-84o90-112i124-146o176-198i210-226o238-258i
P64469                          0  0 o
P64513                          0  Y n6-17c21/22o
P64532                          0  0 i
P64552                          4  0 i12-36o42-62i82-104o110-131i
P64561                          0  0 o
P64579                          0  0 o
P64583                          1  0 o81-99i
P64595                          0  0 o
P64598                          0  Y n3-16c21/22o
P64601                          0  0 i
P64605                          0  Y n8-23c28/29o
P64608                          6  0 i48-69o75-96i103-125o148-177i198-219o239-258i
P64613                          0  0 o
P64639                          0  0 o
P64648                          2  0 i7-26o32-56i
P65254                         12  0 o12-33i40-58o70-95i116-149o155-179i199-217o223-240i252-269o368-387i407-425o431-456i529-550o
P65291                          0  Y n7-17c22/23o
P65435                          0  0 o
P65558                          0  0 o
P65809                          0  0 o
P65958                          0  0 o
P66000                          0  0 o
P66024                          0  0 o
P66072                          0  0 o
P66607                          0  0 i
P66798                          0  0 o
P66818                          0  0 o
P67026                          0  0 o
P67082                          0  0 o
P67088                          0  0 o
P67097                          0  0 o
P67129                          7  0 o12-38i50-71o77-101i122-141o153-172i184-201o213-230i
P67144                          6  0 o6-27i39-57o63-85i106-127o139-162i174-195o
P67155                          7  0 i21-42o54-74i86-105o111-132i139-157o163-186i195-216o
P67176                          0  0 o
P67446                         12  0 i24-50o56-74i81-104o116-142i154-175o187-204i211-231o251-275i338-360o366-388i395-412o424-446i
P67556                          0  Y n6-17c22/23o
P67676                          0  0 o
P67698                          0  0 o
P67730                         11  0 i12-37o57-77i98-117o147-170i182-203o223-245i257-281o301-318i325-340o346-364i371-398o
P68067                          0  0 o
P68185                          6  0 i12-39o91-110i122-143o163-181i202-227o258-281i
P68193                          0  0 i
P68568                          0  0 o
P68681                          0  0 o
P69224                          0  0 o
P69331                          0  0 o
P69406                          0  0 o
P69409                          0  0 o
P69424                          6  0 i20-38o74-95i116-137o157-183i195-212o218-237i
P69426                          0  Y n9-20c28/29o
P69433                          2  0 i16-36o56-74i
P69435                          0  Y n18-26c32/33o
P69489                          0  0 o
P69821                          0  0 o
P69825                          0  0 o
P69832                         11  0 o12-29i41-58o91-113i134-158o178-198i218-239o245-264i298-322o328-346i353-371o417-435i
P69854                          0  0 o
P69915                          0  0 o
P69933                          0  0 o
Q46716                          0  0 o
Q7A937                          8  0 i14-34o40-58i67-91o277-303i315-340o371-392i426-447o484-506i
Q7A964                          0  0 o
Q7A9L5                          0  0 o
Q7A9X4                          0  0 o
Q7AA80                          6  0 i12-31o78-100i112-130o157-181i206-228o267-288i
Q7ABA5                          0  0 o
Q7ABA6                          0  0 o
Q7ABI1                          0  0 o
Q7ACM1                         12  0 i12-32o336-353i360-384o390-410i431-451o463-490i528-545o853-871i878-895o901-917i953-970o982-1008i
Q7AD06                          0  0 o
Q7ADI5                          0  0 o
Q7ADY8                          5  0 o12-32i44-62o68-89i151-172o192-214i
Q7AEQ9                          0  Y n8-19c24/25o
Q7AFA1                         12  0 i12-35o41-58i78-94o100-116i136-157o163-185i210-235o247-264i276-294o300-317i337-357o369-388i
Q7AFV7                          0  0 o
Q7AHS5                          1  0 o6-30i
Q7AHT0                          0  Y n8-19c25/26o
Q7BSV4                          1  0 i18-36o
Q7BSV9                          3  0 i171-194o225-244i378-399o
Q7BSX2                          0  0 o
Q7BSX4                          0  Y n5-13c18/19o
Q7DB51                          0  0 o
Q7DB64                          0  Y n4-15c19/20o
Q7DB71                          0  0 o
Q7DB97                          0  Y n11-22c28/29o
Q7DBF5                          0  0 o
Q7DH26                          0  Y n4-15c20/21o
Q7DI68                          0  Y n3-14c22/23o
Q7DKW4                          0  0 i
Q8VWE6                          0  0 o
Q8X2V8                          2  Y n16-27c32/33o42-61i68-90o
Q8X3J5                         12  0 i12-32o340-359i366-390o396-416i437-458o470-497i539-555o873-890i897-917o923-948i969-989o1009-1031i
Q8X3Q8                          0  Y n3-14c21/22o
Q8X3T0                         10  0 o6-26i38-58o64-85i97-121o133-154i175-194o214-234i255-277o289-310i322-343o
Q8X400                          6  0 i20-46o52-69i81-108o120-141i153-180o186-203i
Q8X479                          1  Y n4-14c19/20o29-49i
Q8X485                          0  0 o
Q8X490                          1  0 o6-24i
Q8X492                          1  0 i7-26o
Q8X4G0                          0  0 o
Q8X4K5                          0  0 o
Q8X4L0                          0  Y n7-15c20/21o
Q8X4L7                          9  Y n16-29c34/35o58-77i89-109o115-133i145-168o188-206i213-231o243-263i275-297o303-322i
Q8X4M4                         12  0 i12-34o46-66i75-95o101-122i143-162o168-187i222-239o259-279i291-310o316-337i349-369o381-401i
Q8X4M5                          0  0 o
Q8X4N3                          0  0 o
Q8X4N4                          0  Y n5-16c23/24o
Q8X4N5                          0  0 o
Q8X4N7                         11  0 o20-41i53-73o93-117i138-158o164-184i220-245o257-278i285-302o308-329i349-369o375-393i
Q8X4N9                          7  0 i12-35o60-90i102-129o141-163i184-206o212-232i244-264o
Q8X4P0                          7  0 i7-31o81-105i112-133o145-166i187-210o216-238i250-272o
Q8X4Q0                          0  0 o
Q8X4Q2                          0  Y n19-37c42/43o
Q8X4Q7                         10  0 i12-29o35-57i78-97o103-127i139-164o170-187i194-211o223-243i255-274o286-309i
Q8X4R5                          0  0 o
Q8X4S4                         12  0 i12-35o47-66i78-97o103-122i134-157o163-183i204-229o249-268i273-289o295-317i329-352o358-381i
Q8X4U1                          0  Y n8-19c24/25o
Q8X4V3                          0  0 o
Q8X4V6                         12  0 i12-30o42-66i78-96o102-123i135-154o166-185i217-239o245-264i276-294o300-318i339-359o365-384i
Q8X4W2                          0  Y n7-18c23/24o
Q8X4W4                          0  0 o
Q8X4Y0                          0  0 o
Q8X4Y5                          0  0 o
Q8X4Z4                         11  Y n6-16c21/22o45-67i79-105o117-138i145-164o176-195i216-237o257-278i299-322o334-355i362-382o394-412i
Q8X4Z7                          0  0 o
Q8X4Z9                          0  Y n3-10c15/16o
Q8X504                          9  Y n9-17c23/24o33-56i63-82o88-110i117-140o160-181i212-234o240-257i264-280o292-310i
Q8X510                          0  0 o
Q8X523                          0  0 o
Q8X526                          0  Y n8-19c24/25o
